Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
104,Heart-Shaped Box,Nirvana,1993,https://www.youtube.com/watch?v=n6P0SitRwy8,b67172b7eca1598c2bce9710c21af2814e3e454522b39e10752037119490ed50,Nirvana - Heart-Shaped Box,USGF19960703
105,Put Your Head On My Shoulder,Paul Anka,1959,https://www.youtube.com/watch?v=kvazBqAlx58,abb2c827635c4af3c16084682af194ed0e2de59c98d98b547afe558f5d5811b3,Put Your Head On My Shoulder,USRC10000600
106,Should I Stay or Should I Go - Remastered,The Clash,1982,https://www.youtube.com/watch?v=xMaE6toi4mk,12283ef2698fa0755c84420193eb19399abfbf7839a002f88c3f354906e0c6b7,The Clash - Should I Stay or Should I Go (Official Video),GBARL1200670
107,Scar Tissue,Red Hot Chili Peppers,1999,https://www.youtube.com/watch?v=YlUKcNNmywk,00e873146368b21b0012d9456b71e4cb90edccc4b1b645fc44f705364342d6a2,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],USWB19900674
108,Ace of Spades,Motörhead,1980,https://www.youtube.com/watch?v=3mbvWn1EY6g,e0811d7dc5773e605f09863fae8d6bc9ebc5bade8604833683d0923a080b8596,Motörhead – Ace Of Spades (Official Video),GBAJE8000033
109,18 and Life,Skid Row,1989,https://www.youtube.com/watch?v=ztzkz0r1RG8,77d8eefc8d56c3b687c1b24b3fb32d455d4e9e24fbfa5761f4fcddfff77f2320,18 and Life,USAT20901906
110,Green Onions,Booker T. & the M.G.'s,1962,https://www.youtube.com/watch?v=0oox9bJaGJ8,25cda61682cd866c67695e9480b0c35df1a10a1e5a30f5a7a0103a6f7140801d,Booker T. & The MG's - Green Onions (Official Audio),USAT20000736
111,Iron Man,Black Sabbath,1970,https://www.youtube.com/watch?v=0qanF-91aJo,8936b3a8bcfc007a094db54d8afcca3cf67a9dfeb0bf9373f8f41b141f918045,"BLACK SABBATH - ""Paranoid"" (Official Video)",GBAJE7000085
112,The Summoning,Sleep Token,2023,https://www.youtube.com/watch?v=tH37hvuSJPo,a321e6d45755a3e169667b4ef7cb11cb3e0c7f35329630ed233bc7c936b14f16,The Summoning by Sleep Token Lyric. #SleepToken #TheSummoning #HeavyMetal #Music #Rock #Lyric #Song,GBUM72200352
113,Bulletproof,Godsmack,2018,https://www.youtube.com/watch?v=wKdOrFGojQE,a5e08a40871e4607ae27fa44f0e72f517a24d75ef6e55571ba03ae4fe9b2921c,Godsmack - Bulletproof (Audio),QMRSZ1703237
114,Hit the Road Jack,Ray Charles,1961,https://www.youtube.com/watch?v=uSiHqxgE2d0,57fc2639c4b399638b84e2d0a8d1656d0be1b7566607cbf4832f41be27eabbee,Ray Charles - Hit The Road Jack (Official Lyrics Video),FR6V81229417
115,Circle With Me,Spiritbox,2021,https://www.youtube.com/watch?v=I0WzT0OJ-E0,ea205baa241e274cf98383f37adebde035eab9e8e437334305fa6d2a0eefea0d,Spiritbox - Circle With Me (Official Music Video),QMRSZ2100664
116,California Dreamin',The Mamas & The Papas,1965,https://www.youtube.com/watch?v=KOok1WzZbOY,c88a8b692875cde54ebc179e95ab1a0504bb05c98ed56b16040f5d9ac0aed0cb,The Mamas & The Papas - California Dreamin' (Official HD Video),USMC16532697
117,Face Down,The Red Jumpsuit Apparatus,2006,https://www.youtube.com/watch?v=6Ux6SlOE9Qk,a0abda2bac94ea61888bfe99bd0274d18555eb2f75f62ae995dfec779c4c3010,The Red Jumpsuit Apparatus - Face Down,USVI20600108
118,R U Mine?,Arctic Monkeys,2012,https://www.youtube.com/watch?v=VQH8ZTgna3Q,847bbc1e89a1499418ae24edfd07e13b6d77204a7d55c4f375f6dc127c7d85ea,Arctic Monkeys - R U Mine? (Official Video),GBCEL1300363
119,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,1974,https://www.youtube.com/watch?v=Oxx5EziC8_w,f28fb3e0ea9592570641387237af3ef1c0017f04d9005775894e26dae1dae1f8,Bachman Turner Overdrive   You Ain't Seen Nothing Yet 1974 Video Sound HQ,USPR39401742
120,Run Through The Jungle,Creedence Clearwater Revival,1970,https://www.youtube.com/watch?v=mbjQiqkaD3U,ad30108d4258863b03250d2497822a3b4cae5cf586d7f007fdd47c5dcc57cc56,Creedence Clearwater Revival - Run Through The Jungle (Stereo / Lyrics),USC4R0817631
121,Song #3,Stone Sour,2017,https://www.youtube.com/watch?v=K73-hmaHPHY,6f5646cb3ad23b5e09890dda1aa9fb98d375917f30a3e9718e69286ca2505589,Stone Sour - Song #3 [OFFICIAL VIDEO],NLA321700079
122,You're Going Down,Sick Puppies,2011,https://www.youtube.com/watch?v=liW-kWFiXtQ,83ae1b40dd4a371e54137b7111f07d0b1df04e33794dc35f5b5512ae7f6cfc59,Sick Puppies - You're Going Down (Official Video),USVI20900226
123,Born to Run,Bruce Springsteen,1975,https://www.youtube.com/watch?v=IxuThNgl3YA,1c6d626bc434a02f1b648c4a2a0ce3ed038c7e3aba5b8cd591b440fc22d25458,Bruce Springsteen - Born to Run (Official Video),USSM17500423
124,Centuries,Fall Out Boy,2014,https://www.youtube.com/watch?v=LBr7kECsjcQ,a2d36a2f6085bbd9220b2a985ef774fb652ecd30b74e5872d73379354cbd7a85,Fall Out Boy - Centuries (Official Video),USUM71412644
125,For What It's Worth,Buffalo Springfield,1966,https://www.youtube.com/watch?v=80_39eAx3z8,fefdb4f1843596c7c9b5fb9df2e463fb54db5cf6eef9b6a09f9e66143e481151,Buffalo Springfield - For What It's Worth (Official Audio),USEE10170607
126,Epic,Faith No More,1989,https://www.youtube.com/watch?v=WkqPVMKsN20,356fc55e3750cf59eb29e372332a8904b1da7a8444159136295cadc62943ce5f,Epic,GBANC8900003
127,Still Waiting,Sum 41,2002,https://www.youtube.com/watch?v=qO-mSLxih-c,412aeeed2220952b1accb6de31b5bf8f0cd8cf4b94eaa42ccbf33bd3cf59d367,Sum 41 - Still Waiting,USIR20200792
128,Hotel California,Eagles,1976,https://www.youtube.com/watch?v=09839DpTctU,496cf86fcb250183b7830c242fcdb84b0f90206eb0170094b64e5440dd1566ec,Eagles - Hotel California (Live 1977) (Official Video) [HD],GB-SMU-26-79348
129,No One Knows,Queens of the Stone Age,2002,https://www.youtube.com/watch?v=s88r_q7oufE,4fffbbb563378cfe2e0216db9d9ca5c15bf9e225dda6a363d8d9f2e67ba5001d,Queens Of The Stone Age - No One Knows (Official Music Video),USIR10211291
130,Painkiller,Judas Priest,1990,https://www.youtube.com/watch?v=nM__lPTWThU,0a85a5f864e908e4cc87f8e16a92f4a4d1227bdb640c4ddb2937abf83ba666c6,Judas Priest - Painkiller,GBBBN0102557
131,Fight For Your Right,Beastie Boys,1986,https://www.youtube.com/watch?v=eBShN8qT4lk,d737e3ac5f1197e28a994cbaf3b9c68a5696942813ae694899a5b7385686ce5b,Beastie Boys - (You Gotta) Fight For Your Right (To Party) (Official Music Video),USDJ28600007
132,I Write Sins Not Tragedies,Panic! At The Disco,2006,https://www.youtube.com/watch?v=XioHVMjtICI,38fe816273a6f19d10eb471683a1578468d78ef69c313971eb7a0d0ab695f061,Panic! At The Disco -  I Write Sins Not Tragedies Official Music Video,US56V0507710
133,Tears Don't Fall,Bullet For My Valentine,2006,https://www.youtube.com/watch?v=4q3KTBBsbpE,e9350923867216d6c45a5ea2446f1af12bf2f1c9fda53dca7938f939f066daa8,Bullet For My Valentine - All These Things I Hate (Revolve Around Me) (Official HD Video),GBHQD0500017
134,Symphony Of Destruction,Megadeth,1992,https://www.youtube.com/watch?v=zzcgZ_p3CMM,08d5942b03d390888104e8375294ee4130b71fbec82a4850e7b2bb3ea55df1db,Megadeth - Symphony of Destruction 1992 (Official Video) ᴴᴰ,USCA20400616
135,Bonnie & Clyde,Die Toten Hosen,1996,https://www.youtube.com/watch?v=JaR4RQAE2fc,6ee3b6cd43cfc4453e45d002583c1f68b5f21c300978cd4bc6540b92b69bbc73,"Die Toten Hosen // „Bonnie & Clyde"" [Offizielles Musikvideo]",DEF240712435
136,My Own Worst Enemy,Lit,1999,https://www.youtube.com/watch?v=sc5iTNVEOAg,c3f60c86ead4a254b6930d6cedc335ce129fec5c08ab8666d7bb7c9300232be0,Lit - My Own Worst Enemy (Official Music Video),USRC19808159
137,Burning Heart,Survivor,1985,https://www.youtube.com/watch?v=NeCwJ1IiQQw,8499eca62a01ec60982082208fdc8c8907c1ca4b331e0989edab6d8512846c0a,Survivor - Burning Heart (Audio),USVR19300003
138,GOSSIP (feat. Tom Morello),Måneskin,2023,https://www.youtube.com/watch?v=XrsbfrFPATs,6232bb377831fb9d7ac09d7f9aef65f8519dcc67a969dec7f076dc77439de284,Måneskin - GOSSIP ft. Tom Morello,ITB002200841
139,Plush,Stone Temple Pilots,1992,https://www.youtube.com/watch?v=V5UOC0C0x8Q,2d4b2acf2cd9a7ba0e48b55a0c26032310d0fd4e8d5762bd3fdcf568627bf72f,Stone Temple Pilots - Plush (Official Music Video),USAT29200016
140,Pour Some Sugar On Me,Def Leppard,1987,https://www.youtube.com/watch?v=0UIB9Y4OFPs,a1614f5eaef8de366fbd8c4f90683a020f19d4f59284f36016a3146d4a2bdc2d,"DEF LEPPARD - ""Pour Some Sugar On Me"" (Official Music Video)",GBF088790147
141,I Stand Alone,Godsmack,2002,https://www.youtube.com/watch?v=OYjZK_6i37M,317720555cdcd33123847024ee396c54e97de9b7a7808f6346e6788dfa6ba09a,Godsmack - I Stand Alone,USUR10111257
142,Going Under,Evanescence,2003,https://www.youtube.com/watch?v=CdhqVtpR2ts,c3461499ee22e091beae1e624ad582e7f5785182177a6168ae6d8372d0597915,Evanescence - Going Under (Official HD Music Video),USWU30200108
143,The Middle,Jimmy Eat World,2001,https://www.youtube.com/watch?v=oKsxPW6i3pM,ad01b206d7e492ac8dc5ed36fbb13f446bba3d886bd10ad0dde142b0ec9628be,Jimmy Eat World - The Middle (Official Music Video),USDW10110256
144,Hound Dog,Elvis Presley,1956,https://www.youtube.com/watch?v=cYwDUonrGFQ,9c88a7a7ea3dc0c454dd868febdcabc86e7de4b2d615b7e817bd59c5e46be7fa,Elvis Presley - Hound Dog (Official Lyric Video),USRC15602857
145,Sk8er Boi,Avril Lavigne,2002,https://www.youtube.com/watch?v=TIy3n2b7V9k,bc03d4511243441c67e7ed939504349b3613574ab3574fc7c18f5cee9be2081c,Avril Lavigne - Sk8er Boi (Official Video),USAR10200229
146,Break on Through (To the Other Side),The Doors,1967,https://www.youtube.com/watch?v=NFeUko-lQHg,ce078c8e66dfcf65c7a72e673f4e50c1f21990afff893d044265776da0d0480f,Break on Through (To the Other Side),USEE19900198
147,Surfin' U.S.A.,The Beach Boys,1963,https://www.youtube.com/watch?v=enlOHxQ0tb4,a223a2e26ca03eaf102677bb7ddbcbda558fea3bec19f30b74c304ae16e42c5f,The Beach Boys - Surfin' U.S.A. (Lyric Video),USCA21201955
148,Need A Favor,Jelly Roll,2023,https://www.youtube.com/watch?v=P1nRboaLTzU,0a61fc0016065ecbd16b9f463b944348abe0ac4764f4aa161f1add04c3b65594,"Jelly Roll - ""NEED A FAVOR"" (Official Music Video)",QMRSZ2203220
149,The Emptiness Machine,Linkin Park,2024,https://www.youtube.com/watch?v=SRXH9AbT280,3c8f6eea90bf4548347a1a2c3588976a01f4faaaf0e6218b7ee1cc9d3b27b645,The Emptiness Machine (Official Music Video) - Linkin Park,USWB12403464
150,Cut the Cord,Shinedown,2015,https://www.youtube.com/watch?v=9itwt_opsvQ,81109194eb015262d7e2ffaf21e10b1ec3c1f53367de56d432764e704696c7d8,Shinedown - Cut The Cord (Official Video),USAT21501541
151,Hurricane,I Prevail,2019,https://www.youtube.com/watch?v=zhMt7kvgzRM,f0cb868b382db73d20c2d0ba9ffb5a8e8ee519bef64a6e69dd7b27a4297211c8,I Prevail - Hurricane (Official Music Video),US5261923090
152,Are You Gonna Be My Girl,Jet,2003,https://www.youtube.com/watch?v=tuK6n2Lkza0,4db8304b479611e1c3c3bfc40f6c987490239f6941e94d4f7eca3c0a2c88d3a3,Jet - Are You Gonna Be My Girl (Official Music Video),USEE10340526
153,American Idiot,Green Day,2004,https://www.youtube.com/watch?v=kqkGY9jsBOw,e57c7ea156fc14d48cfb1bd001452faeabdb4dde08f3ae9b45dfa234c29d17b9,Green Day - American Idiot (Official Audio),USRE10400888
154,Hit Me With Your Best Shot,Pat Benatar,1980,https://www.youtube.com/watch?v=JRD80XRMT7s,2cdffc50255cd433ab06a32530373011a0fac47e3715139dfde3007501110675,Hit Me With Your Best Shot (Remastered),USCH38400009
155,Crazy Train,Ozzy Osbourne,1980,https://www.youtube.com/watch?v=tMDFv5m18Pw,6d4695a9565ad8585d426688a3005dd62689f28e219c0a8bde73b00a45a4d5a2,Ozzy Osbourne - Crazy Train (Official Animated Video),USSM11002845
156,I Wanna be your slave,Måneskin,2021,https://www.youtube.com/watch?v=yOb9Xaug35M,010e954ed03ade3520b47b40514a6ef24c35db0e94b3f80d6327515534672e3b,Måneskin - I WANNA BE YOUR SLAVE (Official Video),ITB002100115
157,In the End,Linkin Park,2000,https://www.youtube.com/watch?v=eVTXPUF4Oz4,bd84eeda82aaae7299ba5e2fce56ccaf34fc33f9797cac009911459e4e92daea,In The End [Official HD Music Video] - Linkin Park,USWB10002407
158,Even Flow,Pearl Jam,1991,https://www.youtube.com/watch?v=FdIX36A8lMQ,250d88fe5d39c13e4ccfe84a14b39da5bc53eb6bae87cce33557535e3ea64d04,Pearl Jam - Even Flow Lyrics,USSM19100673
159,Black Betty,Ram Jam,1977,https://www.youtube.com/watch?v=I_2D8Eo15wE,06c2d85c0976b25a587016daa6bec3b890354f84075abaf87c10b320e6d7c2fe,Ram Jam - Black Betty (Official Video),USSM10211288
160,Detroit Rock City,KISS,1976,https://www.youtube.com/watch?v=iZq3i94mSsQ,446fad94dc5eb6e1191f969b97c76529ff3a4164f210c3cc8b400235b8a48e46,Kiss - Detroit Rock City,USPR37707201
161,Don't Stop Me Now,Queen,1978,https://www.youtube.com/watch?v=HgzGwKwLmgM,80f1d44b4030a1f1ebc297c49548ab39152dab4b04c4a434f7471e8602458d24,Queen - Don't Stop Me Now (Official Video),GBUM71029610
162,Bad To The Bone,George Thorogood & The Destroyers,1982,https://www.youtube.com/watch?v=IyhJ69mD7xI,52e789b9a01cb9c30cfdfd53f6f67e63bb2abab835e099a91463719b5d30d7f0,George Thorogood & The Destroyers - Bad To The Bone,USEM38500069
163,Poison,Alice Cooper,1989,https://www.youtube.com/watch?v=Qq4j1LtCdww,1dec2b4bb0f6f08ccd07aaf52582988f01400a58da4a3fd0b9a272bafa064a97,Alice Cooper - Poison,USSM18900004
164,Danger Zone,Kenny Loggins,1986,https://www.youtube.com/watch?v=siwpn14IE7E,4c6d0ca4fc54067589cc2163d95e4a6d1691fc852e4d87ffb27c8c794638bb79,Kenny Loggins - Danger Zone (Official Video - Top Gun),USSM18600108
165,Thunderstruck,AC/DC,1990,https://www.youtube.com/watch?v=v2AC41dglnM,eeed47e4f39b24bf0a5f56234a09e91f1ed971cae9bf8bf9e7d649092a1a554e,AC/DC - Thunderstruck (Official Video),AUAP09000014
166,Children of the Grave,Black Sabbath,1971,https://www.youtube.com/watch?v=0kqyn-vivxY,65f6c708e43a73f74837452fa99f564f90ef80b4f8fca64dc54c1146d3aa984d,Black Sabbath - Children of the Grave (Vietnam War),GBAJE7100085
167,Altes Fieber,Die Toten Hosen,2012,https://www.youtube.com/watch?v=CQYypFMTQcE,364773ebd601ddfa78fcc56243be1cf2c3ee46e56febb49754b34c8767a39970,Die Toten Hosen // Altes Fieber [Offizielles Musikvideo],DEF241230008
168,Creep,Radiohead,1992,https://www.youtube.com/watch?v=fAuT8_dboWo,fc7e2a85a856e3664386ffc746f91f3c4583caa9fc75e91e855bdb7fd53748dc,Radiohead - Creep (Remastered) (Audio),GBAYE9200070
169,Dragula,Rob Zombie,1998,https://www.youtube.com/watch?v=EqQuihD0hoI,339ea9f858ba9bfdabf504ae36d79301175843935095f4b34036f0e82c544a25,Rob Zombie - Dragula,USGF19821203
170,Angels Fall,Breaking Benjamin,2015,https://www.youtube.com/watch?v=9zFfRSeA1ls,254cd496548d97df9bb9640dd9dbc5e857091186503abc38c64d9a7d2e0cf086,Breaking Benjamin - Angels Fall (Official Video),USHR11536293
171,I Miss the Misery,Halestorm,2012,https://www.youtube.com/watch?v=V5OC2IZW3Pg,64204279ad1bbe0c0bf57c674c17ddad30d9ccd91aa84024d1516a2e0ad64789,Halestorm - I Miss the Misery (2012),USAT21200150
172,Two Princes,Spin Doctors,1991,https://www.youtube.com/watch?v=wsdy_rct6uo,de2d3cf6e94a42a5dabb7bbb03822c9d4e3c663cbeff5f67bc2e89560cbd6c9a,Spin Doctors - Two Princes,USSM19000350
173,Breaking the Law,Judas Priest,1980,https://www.youtube.com/watch?v=L397TWLwrUU,54648463cc824dad25c671ac9c09a18ea5b15611d130e4a7dbb8a83ed5f5fb44,Judas Priest - Breaking The Law (Official Music Video),GBBBN8000007
174,Lola Montez,Volbeat,2013,https://www.youtube.com/watch?v=DdPpRdImfuA,a4c68cba6596bb472599fddef72115a986769546f8a81b85cddf1155345bc84b,VOLBEAT - Lola Montez (Lyrics),DKNE11300109
175,Ain't Talkin' 'Bout Love,Van Halen,1978,https://www.youtube.com/watch?v=qtwBFz6lfrY,81d2280c2923932109a3f4416edf4645744b1b0186ff23bcda01c656e9810018,Ain't Talkin' 'Bout Love (2015 Remaster),USWB17700031
176,Just What I Needed,The Cars,1978,https://www.youtube.com/watch?v=gvy2yqUHLLg,7bc3e02f02c7fafdb3acff10e4541734a6e0bc38481505dcfa7fcf51ef0d2f33,The Cars - Just What I Needed (Official Live Video),USEE17500009
177,San Quentin,Nickelback,2022,https://www.youtube.com/watch?v=bsmoFqvY5gw,28f4ea006f374bd1173e5cd37f4047e5e91434e71384ea423d3dc3050ac6b734,Nickelback - San Quentin (Official Music Video),QMRSZ2202409
178,First Date,blink-182,2001,https://www.youtube.com/watch?v=vVy9Lgpg1m8,3d1fe4c01335be9817ac641dd580d45e6e711a0661ef14835d08c1c098057398,blink-182 - First Date (Official Video),USMC10110874
179,Joker And The Thief,Wolfmother,2005,https://www.youtube.com/watch?v=Nr0SqIAFohk,fd78af325f5e0f8bd9d9a098fd9e6985b1f2968d9f10d6f044ef19fff3ce0b1d,Wolfmother - Joker And The Thief (Audio),AUUM70500115
180,Don't Threaten Me with a Good Time,Panic! At The Disco,2016,https://www.youtube.com/watch?v=0hU3o7QbgKs,effbdbe39a3158fe851316b6971000ef86105a441a1ae2d1f35f2c1bfe151951,Panic! At The Disco - Don't Threaten Me With A Good Time (Official Video),USAT21503695
181,To Hell and Back,Sabaton,2014,https://www.youtube.com/watch?v=RhmHSAClG1c,bb9fe90307f4d36ed4e19dc8123d0167a2c19d8042b59ff1351cdc6f75e20d1d,SABATON - To Hell And Back (Official Music Video),SE2EG1400105
182,All Star,Smash Mouth,1999,https://www.youtube.com/watch?v=L_jWHffIx5E,fcdaec1dd4c092c69eb9be41ce02582b1039b5e3c790fe7145869c8b6b07bec8,Smash Mouth - All Star,USIR19902220
183,White Trash Millionaire,Black Stone Cherry,2011,https://www.youtube.com/watch?v=ZQ8itDYP6HU,eaf2de4c2e782bc5eb7b547c6b6ac3fbda3850663c7e70a4df2330c30450191c,Black Stone Cherry - White Trash Millionaire [OFFICIAL VIDEO],NLA321190959
184,Getting Along,Royal Republic,2016,https://www.youtube.com/watch?v=bu3ruL8WJgc,d67740f552857d993236379c3faffa3ca0dc4fa10599ba0f702ff2c403aec326,Getting Along,DEUM71503581
185,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,1993,https://www.youtube.com/watch?v=9X_ViIPA-Gc,a1c5ccacf6de7b44ad88f3308bc6c718598320444de8cf57ee19bddffc34fd8c,Meat Loaf - I'd Do Anything For Love (But I Won't Do That) (Official Music Video),USMC19341323
186,Risin' High - Def Core Grind Version,H-Blockx,1993,https://www.youtube.com/watch?v=2gdchItioqQ,719a9e0d8fc89a034b4703bf21b5bd421ee9da3690fd4c93f0f8d83d3cc06e36,H-Blockx - Risin' High (Official Music Video) [Digital HD Remastered],DED149300010
187,Fake It,Seether,2007,https://www.youtube.com/watch?v=gy8HPSIFXEM,d613de33923b3f63b5b1285f9d942532b6ac893b20594731f457b14f35bf4357,Seether - Fake It,USWU30700132
188,Seven Nation Army,The White Stripes,2003,https://www.youtube.com/watch?v=0J2QdDbelmY,d3694643ec152040677f55efe88fb31a430adf4f043ca988f8bdefb498a0ce0e,The White Stripes - Seven Nation Army (Official Music Video),USVT10300001
189,Love Hurts,Nazareth,1974,https://www.youtube.com/watch?v=WUff6gpqd8s,fc52e8d467f8be4a072197749546f563e4e31f7ebfb0a50505f674ef581b4d1a,Nazareth - Love Hurts (Official Audio),USAM17502195
190,Gimme Shelter,The Rolling Stones,1969,https://www.youtube.com/watch?v=RbmS3tQJ7Os,8f0d7facedda8768f9226b136bca7526a1b41f910c44da7727df11059281aaa0,The Rolling Stones - Gimme Shelter (Official Lyric Video),USA176910020
191,The Kids Aren't Alright,The Offspring,1998,https://www.youtube.com/watch?v=7iNbnineUCI,7ea21ba43d9089e760df20d666e0fa482ba0600c28490e8cf0301d8419ed78c9,The Offspring - The Kids Aren't Alright (Official Music Video),USSM19804363
192,Self Esteem,The Offspring,1994,https://www.youtube.com/watch?v=EtNZnhxWLHo,385e2101e0b48bbbe16b5ddcefad4d460235243c302aa06afa7a312f140a27e3,Self Esteem,USEP40312208
193,Jekyll and Hyde,Five Finger Death Punch,2015,https://www.youtube.com/watch?v=x9RfXb3JHw8,9495c7ec22f5c006ee457c9f2a5b940207c7220011851112ac4445f6d89f5853,Five Finger Death Punch - Jekyll and Hyde (Official Audio),US5Z51500620
194,S.O.S. (Sawed Off Shotgun),The Glorious Sons,2017,https://www.youtube.com/watch?v=JcYaAu01Q2Y,083a21bda229a2371f1da164a1171f59e61c55a0bd016a35262c8d92cc293dea,The Glorious Sons - Sawed Off Shotgun (Official Audio),CABD61705406
195,Red Flag,Billy Talent,2006,https://www.youtube.com/watch?v=l2UktJtKpFw,d51a2dc79fbffeb056d635e21bfc3df21d903bccb470007839f6eeb2b68fb89c,Billy Talent - Red Flag (Official Music Video),USAT20612281
196,Heaven Knows,The Pretty Reckless,2014,https://www.youtube.com/watch?v=JVZe5K3PZig,6c7999b9e8969a76dc668a31a0c3d192fb1a6391d722a9a3080c7650fb39f345,The Pretty Reckless - Heaven Knows (Official Audio),USRZR1353301
197,"Dance, Dance",Fall Out Boy,2005,https://www.youtube.com/watch?v=C6MOKXm8x50,008a5342293c28d6159831e29ea215f0a46928964950f4053e23fa223fe3d0ff,"Fall Out Boy - Dance, Dance (Official Music Video)",USDJ20500174
198,Help,Papa Roach,2017,https://www.youtube.com/watch?v=HYLTsdeO2uA,7b528bba67b7a53200ef307b84e41588afe99ddc321646055d3f5c70c332aecd,Papa Roach - HELP (Official Video),USDPK1700067
199,You Give Love A Bad Name,Bon Jovi,1986,https://www.youtube.com/watch?v=Aqc3VTpz9HQ,8ae90e01850ed53949d67cbe4b1827f6124b27a11313dc629f2339d6801da6e2,You Give Love A Bad Name,USPR39402224
200,All Day and All of the Night,The Kinks,1964,https://www.youtube.com/watch?v=fOGMRnKl5co,93315f3eb557f655c40917e070ec2f08cf1958ad2008a00ea63b86d24f5e28f7,The Kinks - All Day And All Of The Night (Official Audio),GBAJE6400007
201,Every You Every Me,Placebo,1998,https://www.youtube.com/watch?v=OMaycNcPsHI,b93c60a796c66a0320f8ab5c1cdc24943cf3779639941651d239137d4dfedb69,Placebo - Every You Every Me (Official Music Video),GBAAA9820460
202,Paradise City,Guns N' Roses,1987,https://www.youtube.com/watch?v=Rbm6GXllBiw,e438a771190e1bef33ae8ce7e0e8963dc8734b21a852da50eeceaf306678f0b6,Guns N' Roses - Paradise City (Official Music Video),USGF18714806
203,Monsters (feat. blackbear),All Time Low,2020,https://www.youtube.com/watch?v=RvMniYi8t30,0d24d3868161c06c3596efce2245b2985bd7c96e7fc8c85ddea8f9017db69948,Monsters (feat. blackbear),USAT22000034
204,Enter Sandman,Metallica,1991,https://www.youtube.com/watch?v=CD-E-LDc384,8ccd7aad2f7d09093641e2d74aa009448837800bc9225c995a41c5711f7b2869,Metallica: Enter Sandman (Official Music Video),GBF089190013
